2.78816836959217,3.59986660915319,4.68796439953187,5.82901321446037,5.67274925528526,5.29268238892517,4.9626510694374,3.81157296845529
2.69460519892444,3.62738843353259,4.94153187044652,6.11709389177112,5.84251896647213,5.42769283189238,5.06754183451064,3.81141033981821
2.92002141152538,3.78380371698905,4.96021321338211,5.96798854289995,5.71678878987501,5.34433393202155,5.02096026690581,3.89314918123154
2.75358305872637,3.30280366764194,3.97319222955189,4.72335962100609,5.51979415677391,5.61032162743369,5.23592586120868,3.9218873261217
2.40823996526574,3.36566629181187,4.73927860449318,6.2770903467359,6.11130209601958,5.62354700916738,5.19983130828763,3.72208577034555
2.612770461178,3.22065784657026,3.97338262138966,4.84777364919067,5.82050081212148,6.09397662698955,5.59513721463277,3.82330833952292
2.77597151802603,3.34833680986165,4.03729279707874,4.81067879038917,5.66798447458832,6.35510404848272,5.92605421954356,4.25865220715597
2.4297522740595,3.03624694677831,3.80459652198242,4.70434050113095,5.74209316206315,6.44423522066989,5.94072338308389,4.08220246481851
2.70156796777192,3.60532967887278,4.84810349684694,5.88387849534142,5.62603322389456,5.24065839885247,4.90604930544503,3.73909454046701
2.59549622179426,3.33115755450832,4.31151917442093,5.35653424182084,5.23397975728969,4.88635410369463,4.584482744875,3.53159672448863
2.37106786058784,3.15401738548677,4.24086824516948,5.29797246546795,5.08834690665603,4.73027520107835,4.41939851919089,3.3350963710683
2.92084594096059,3.73262367009893,4.79538457809204,5.96731450501303,5.93634440222047,5.52089204920762,5.15955238805185,3.8993248128314
