Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Contact SAT1 Hapto,SAT1,0.1129098,7.860661,1.847155,0.2985068,2.645099,3.255378,0.008005952,0.008154613,7.792584,3.8625,31.59967
Contact SAT1 Hapto,SAT1,0.1035118,6.642243,1.753616,0.3439113,2.681041,3.397557,0.007867266,0.00785456,6.592066,3.7475,27.58045
Contact SAT1 Hapto,SAT1,0.1300812,8.058482,1.814661,0.2896102,2.468607,3.239276,0.008687928,0.008780891,7.990793,3.8775,32.8686
Contact SAT1 Hapto,SAT1,0.1248682,6.987262,1.882636,0.3241837,2.561199,3.414185,0.008773315,0.008338952,6.934207,3.71,29.19419
Contact SAT1 Hapto,SAT1,0.1293996,6.857899,1.838333,0.337465,2.463734,3.306622,0.008210151,0.008250436,6.803477,3.7925,28.06109
Contact SAT1 Hapto,SAT1,0.1169962,7.287149,2.034934,0.3167692,2.576384,3.378074,0.007886253,0.007930898,7.224664,3.7525,29.67959
Contact SAT1 Hapto,SAT1,0.1363996,6.48832,1.796308,0.3428953,2.392148,3.408015,0.008293283,0.008228726,6.447954,3.7375,27.75861
Contact SAT1 Hapto,SAT1,0.0998342,7.026452,1.757081,0.318512,2.726596,3.423314,0.009356377,0.008863247,6.978821,3.7125,30.13722
Contact SAT1 Hapto,SAT1,0.1245713,7.70212,1.838199,0.3159303,2.444579,3.259847,0.008183606,0.008754029,7.636038,3.82,30.41092
Contact SAT1 Hapto,SAT1,0.1004683,7.40868,1.655102,0.3233062,2.886358,3.386397,0.008323195,0.008274616,7.350107,3.755,30.28953
Contact SAT1 Hapto,SAT1,0.1294929,6.893877,1.858042,0.3166973,2.680664,3.442326,0.009011682,0.009045172,6.84802,3.675,29.82043
Contact SAT1 Hapto,SAT1,0.1408068,8.386697,1.931162,0.3113312,2.292699,3.211905,0.007668341,0.007723956,8.298983,3.87,31.03974
Contact SAT1 Hapto,SAT1,0.1118288,6.628446,1.704763,0.3180037,2.670313,3.61294,0.009772362,0.009833507,6.592914,3.585,30.06682
Contact SAT1 Hapto,SAT1,0.09329809,6.7061,1.878322,0.3192441,2.944389,3.343322,0.008752191,0.008787018,6.655465,3.765,29.11294
Contact SAT1 Hapto,SAT1,0.1051673,7.327787,1.942109,0.3149329,2.856433,3.432093,0.008428183,0.008728497,7.272274,3.6875,30.06023
Contact SAT1 Hapto,SAT1,0.1159609,6.687669,2.026217,0.345026,2.732188,3.756771,0.008723205,0.008252147,6.626569,3.59,27.44738
Contact SAT1 Hapto,SAT1,0.1296687,6.445326,1.785427,0.3519598,2.426546,3.411257,0.008048766,0.008165321,6.404445,3.7425,27.97281
Contact SAT1 Hapto,SAT1,0.1020891,6.568798,1.96733,0.3279761,2.824492,3.635967,0.009829117,0.009228234,6.525222,3.545,28.75308
Contact SAT1 Hapto,SAT1,0.1137365,7.156447,1.766116,0.3128067,2.696693,3.379672,0.008736049,0.008245531,7.105483,3.77,30.23172
Contact SAT1 Hapto,SAT1,0.1185993,7.230132,1.936618,0.312728,2.692424,3.288907,0.008382815,0.008398666,7.168637,3.82,29.94521
Contact SAT1 Hapto,SAT1,0.1291662,7.265141,1.795438,0.3290315,2.278632,3.390672,0.00866071,0.008681634,7.209732,3.7475,29.96645
Contact SAT1 Hapto,SAT1,0.1260972,6.857346,1.830361,0.3272433,2.503593,3.552158,0.008351244,0.008707309,6.812545,3.63,29.44508
Contact SAT1 Hapto,SAT1,0.1112343,6.252102,1.90293,0.338993,2.599191,3.497936,0.009384879,0.008531708,6.214505,3.6775,28.08537
Contact SAT1 Hapto,SAT1,0.1207871,6.02639,1.885687,0.3521566,2.636492,3.742503,0.009290774,0.008865007,5.991339,3.5475,27.28675
Contact SAT1 Hapto,SAT1,0.1241928,6.967192,1.799169,0.3186258,2.568022,3.500605,0.008844379,0.009408521,6.92501,3.6475,30.04198
Contact SAT1 Hapto,SAT1,0.1022315,6.631473,1.674214,0.3273841,2.902601,3.488357,0.007669717,0.008168878,6.591605,3.675,29.03579
Contact SAT1 Hapto,SAT1,0.1024514,6.709383,1.926804,0.3275856,2.800699,3.383591,0.008072408,0.008009484,6.658633,3.735,28.29156
Contact SAT1 Hapto,SAT1,0.09564853,6.707668,2.009583,0.3273235,2.950467,3.666815,0.00938357,0.00881842,6.660431,3.56,28.8145
Contact SAT1 Hapto,SAT1,0.1070565,6.346551,1.785944,0.3205377,2.623088,3.499343,0.007951791,0.008835324,6.314127,3.71,29.59424
Contact SAT1 Hapto,SAT1,0.107643,7.665296,1.906647,0.3095459,2.766249,3.283936,0.008708157,0.008773422,7.598923,3.795,30.75426
Contact SAT1 Hapto,SAT1,0.1284448,6.41702,1.779508,0.3549992,2.444421,3.396905,0.007583161,0.007462376,6.3733,3.7825,27.15432
Contact SAT1 Hapto,SAT1,0.121601,7.167934,1.847443,0.3247992,2.536048,3.475382,0.008772267,0.009239474,7.116844,3.6525,29.8589
Contact SAT1 Hapto,SAT1,0.1177795,6.985909,1.859011,0.345665,2.558963,3.441566,0.007425453,0.007439113,6.92564,3.76,28.64108
Contact SAT1 Hapto,SAT1,0.1169479,6.365315,1.703634,0.3515664,2.780356,3.345622,0.00839265,0.008041867,6.320401,3.7725,27.08672
Contact SAT1 Hapto,SAT1,0.1036821,6.863749,1.700693,0.3034739,2.760715,3.45701,0.007975906,0.008862118,6.825054,3.7275,31.35098
Contact SAT1 Hapto,SAT1,0.1141545,6.791396,1.860594,0.3362821,2.580493,3.400871,0.007633337,0.007974008,6.738581,3.7425,28.17661
Contact SAT1 Hapto,SAT1,0.1235768,6.682914,1.862482,0.3295936,2.403159,4.066845,0.008593413,0.008646873,6.640643,3.4225,30.0634
Contact SAT1 Hapto,SAT1,0.1174249,6.944548,1.892247,0.331397,2.354399,3.372591,0.007718258,0.007789138,6.888331,3.795,29.39701
Contact SAT1 Hapto,SAT1,0.1205631,6.817949,1.900714,0.3468624,2.482276,3.306379,0.008312381,0.008367834,6.764355,3.755,27.74781
Contact SAT1 Hapto,SAT1,0.145601,7.529233,1.939279,0.3249499,2.286652,3.273672,0.008786516,0.008286513,7.463838,3.8075,29.62132
Contact SAT1 Hapto,SAT1,0.1047955,6.32056,1.891822,0.352681,2.495717,3.697497,0.008664555,0.008377777,6.27588,3.58,27.14244
Contact SAT1 Hapto,SAT1,0.1342966,6.472856,1.755958,0.3565192,2.279499,3.341754,0.008695381,0.008713967,6.420552,3.7975,27.1455
Contact SAT1 Hapto,SAT1,0.1055128,6.518072,1.657198,0.3329126,2.842298,3.608999,0.009655755,0.009527198,6.468603,3.6425,28.44428
Contact SAT1 Hapto,SAT1,0.1197884,7.099086,1.96727,0.330432,2.633459,3.361405,0.008726897,0.008724351,7.041556,3.7125,28.66455
Contact SAT1 Hapto,SAT1,0.1020899,7.657546,1.845872,0.298173,2.86201,3.497043,0.009131652,0.009013171,7.602525,3.6475,31.7752
Contact SAT1 Hapto,SAT1,0.106824,6.456555,1.932029,0.3396781,2.600254,3.546332,0.00963023,0.009268584,6.418106,3.605,27.93353
Contact SAT1 Hapto,SAT1,0.1146661,6.103649,1.970001,0.3521344,2.618413,3.511586,0.009185333,0.009176402,6.066459,3.6125,26.96634
Contact SAT1 Hapto,SAT1,0.1076514,6.947903,1.896835,0.3203101,2.763976,3.425647,0.008233809,0.008251431,6.895905,3.75,29.5819
Contact SAT1 Hapto,SAT1,0.1318458,7.381661,1.89862,0.3237849,2.517104,3.452176,0.008477299,0.008393538,7.325281,3.7075,30.25321
Contact SAT1 Hapto,SAT1,0.09654342,6.785276,1.7964,0.3319754,2.889763,3.513963,0.009627363,0.009104104,6.727385,3.6725,28.82182
Contact SAT1 Hapto,SAT1,0.132956,7.522526,1.822047,0.3193506,2.280172,3.460286,0.008927042,0.008552383,7.465546,3.7275,31.00802
Contact SAT1 Hapto,SAT1,0.1189921,7.351913,1.932811,0.3237755,2.613358,3.487986,0.009057765,0.008575091,7.290834,3.66,29.89186
Contact SAT1 Hapto,SAT1,0.1119165,7.71986,1.921779,0.3145928,2.667907,3.360778,0.00802994,0.008016779,7.652072,3.73,30.20177
Contact SAT1 Hapto,SAT1,0.137924,6.525831,1.915379,0.337293,2.254445,3.454946,0.007758052,0.00815645,6.483856,3.7275,28.34102
Contact SAT1 Hapto,SAT1,0.09960906,6.9417,1.82729,0.3209801,2.798049,3.484319,0.00993032,0.009453894,6.893226,3.64,29.19995
Contact SAT1 Hapto,SAT1,0.1196429,6.446669,1.902698,0.3362375,2.525014,3.535798,0.008073631,0.008436785,6.404303,3.62,28.00293
Contact SAT1 Hapto,SAT1,0.1223727,6.403587,1.732126,0.3451705,2.509222,3.486317,0.007343562,0.008159513,6.362364,3.7075,28.14611
Contact SAT1 Hapto,SAT1,0.1038323,6.31992,1.6828,0.3352166,2.804939,3.511487,0.009323029,0.00892276,6.281954,3.68,28.43528
Contact SAT1 Hapto,SAT1,0.1087563,6.361159,1.894417,0.3576985,2.87164,3.443779,0.008914,0.008398014,6.312955,3.6325,26.15147
Contact SAT1 Hapto,SAT1,0.1188726,7.034499,1.833973,0.3192623,2.533036,3.92876,0.008350519,0.008815304,6.98321,3.4975,30.04562
Contact SAT1 Hapto,SAT1,0.1084238,6.4575,1.767679,0.3281436,2.646892,3.478881,0.008547448,0.009029188,6.420429,3.7025,29.52245
Contact SAT1 Hapto,SAT1,0.1045139,7.047161,1.823901,0.3365295,2.729439,3.393485,0.008925726,0.008631001,6.985718,3.725,28.37288
Contact SAT1 Hapto,SAT1,0.1016023,7.080413,1.830867,0.3277306,2.738763,3.363383,0.008872237,0.00839712,7.014516,3.745,28.97083
Contact SAT1 Hapto,SAT1,0.08662201,6.289403,1.798681,0.3310462,2.888621,3.812497,0.009413767,0.009055511,6.255988,3.5175,28.63109
Contact SAT1 Hapto,SAT1,0.112824,5.507222,1.861073,0.3646333,2.562367,3.989308,0.008440568,0.008493346,5.481142,3.48,26.64784
Contact SAT1 Hapto,SAT1,0.1480829,6.963916,2.086903,0.3350835,2.268258,3.404748,0.007908827,0.007692523,6.912962,3.7375,28.51148
Contact SAT1 Hapto,SAT1,0.1089039,6.940483,1.715746,0.3204099,2.617309,3.379357,0.007987605,0.008089855,6.880858,3.8075,29.79056
Contact SAT1 Hapto,SAT1,0.1368076,7.642934,1.991899,0.3224537,2.289134,3.342576,0.007249723,0.007113952,7.573823,3.835,30.10958
Contact SAT1 Hapto,SAT1,0.1168667,6.99182,1.852023,0.3460329,2.355644,3.368963,0.00776846,0.007780128,6.937773,3.765,28.42498
Contact SAT1 Hapto,SAT1,0.1066247,7.210748,2.02623,0.3066266,2.804609,3.97895,0.0081354,0.008539458,7.157845,3.455,30.63059
Contact SAT1 Hapto,SAT1,0.1027961,6.740154,2.039798,0.3152186,2.841807,4.057266,0.008243041,0.009158935,6.698691,3.385,29.74505
Contact SAT1 Hapto,SAT1,0.1032194,7.660829,1.687298,0.2846246,2.704346,3.356656,0.008827786,0.008329684,7.610083,3.84,33.80899
Contact SAT1 Hapto,SAT1,0.09591661,7.009568,1.692952,0.3031657,2.710662,3.648978,0.00833685,0.00889113,6.963764,3.6275,31.51119
Contact SAT1 Hapto,SAT1,0.1150015,7.365865,1.812413,0.3174209,2.529445,3.314802,0.008160082,0.008194198,7.308746,3.82,30.44492
Contact SAT1 Hapto,SAT1,0.1124244,7.100409,1.731791,0.3124166,2.628277,3.379493,0.007648693,0.008037301,7.05099,3.805,30.38735
Contact SAT1 Hapto,SAT1,0.1181214,6.580612,2.052401,0.3180501,2.482684,4.073048,0.008986334,0.008971072,6.546173,3.4125,29.72482
Contact SAT1 Hapto,SAT1,0.1130881,6.49579,1.858529,0.35382,2.618407,3.494061,0.008732716,0.008293881,6.441371,3.6875,26.9044
Contact SAT1 Hapto,SAT1,0.1228358,7.847442,1.803817,0.3075036,2.395253,3.349174,0.007798467,0.008298693,7.782434,3.78,31.43844
Contact SAT1 Hapto,SAT1,0.1056405,6.771492,1.705309,0.3099092,2.747566,3.482721,0.008708581,0.00911929,6.733462,3.68,30.62706
Contact SAT1 Hapto,SAT1,0.1176428,6.572641,1.805045,0.349748,2.666043,3.417192,0.008144268,0.008102651,6.523348,3.725,27.78915
Contact SAT1 Hapto,SAT1,0.1227202,7.489782,1.896506,0.3040649,2.423417,3.355782,0.00922985,0.008390772,7.4328,3.7925,31.46589
Contact SAT1 Hapto,SAT1,0.1043268,6.0726,2.063314,0.3267761,2.828647,4.235213,0.008694409,0.009013649,6.04487,3.32,28.86306
Contact SAT1 Hapto,SAT1,0.1142296,7.381154,1.849625,0.3003312,2.662432,3.441015,0.01044005,0.009490959,7.330359,3.7025,31.69555
Contact SAT1 Hapto,SAT1,0.08077318,6.583914,1.939927,0.3363474,2.871876,3.56059,0.008829428,0.008677561,6.526283,3.6175,28.06265
Contact SAT1 Hapto,SAT1,0.1083388,6.776403,1.885672,0.3091988,2.709525,3.406669,0.008811241,0.008745345,6.733031,3.755,30.31833
Contact SAT1 Hapto,SAT1,0.1121036,6.416697,1.715198,0.3391818,2.513447,3.498425,0.008157899,0.008127864,6.378453,3.7125,28.87985
Contact SAT1 Hapto,SAT1,0.1150062,7.005053,1.889545,0.3180885,2.671952,3.979736,0.008503944,0.00911352,6.957738,3.4525,29.95496
Contact SAT1 Hapto,SAT1,0.09728295,6.445018,1.84413,0.3510024,2.980693,3.866363,0.008492184,0.008362136,6.400072,3.4775,27.71804
Contact SAT1 Hapto,SAT1,0.1072492,7.166869,1.940466,0.3426708,2.753033,3.336,0.006768347,0.007520386,7.097333,3.7525,27.9997
Contact SAT1 Hapto,SAT1,0.1030984,7.369229,2.021614,0.3216811,2.68678,3.411384,0.01028949,0.00935408,7.305427,3.6875,29.82448
Contact SAT1 Hapto,SAT1,0.1164339,8.209973,1.757487,0.3144594,2.743778,3.216352,0.007958617,0.007561084,8.124679,3.865,30.60418
Contact SAT1 Hapto,SAT1,0.1213918,6.651312,1.835677,0.3366641,2.571669,3.514594,0.008747769,0.008706825,6.608747,3.61,28.10839
Contact SAT1 Hapto,SAT1,0.1082606,6.421606,1.753244,0.336272,2.698852,3.340806,0.007875847,0.008213888,6.378797,3.805,28.49077
Contact SAT1 Hapto,SAT1,0.09930619,7.270726,1.701422,0.3137557,2.833062,3.39147,0.008494053,0.008545888,7.217782,3.73,30.05367
Contact SAT1 Hapto,SAT1,0.1253674,5.924221,1.808942,0.3789063,2.472365,3.527989,0.008946871,0.00813352,5.889298,3.6075,25.41898
Contact SAT1 Hapto,SAT1,0.08683799,6.53887,1.948973,0.3125334,2.847482,3.692064,0.009690568,0.009724747,6.505544,3.5175,29.6921
Contact SAT1 Hapto,SAT1,0.1097605,7.308759,1.881812,0.3194971,2.745447,3.304721,0.008862956,0.008520797,7.249318,3.7875,29.74933
Contact SAT1 Hapto,SAT1,0.1124334,6.391804,1.796964,0.3307311,2.660415,3.465411,0.007893847,0.008357006,6.35362,3.73,28.9527
Contact SAT1 Hapto,SAT1,0.1267156,6.514965,1.88218,0.3500831,2.479397,3.427784,0.008031164,0.008071741,6.46939,3.7175,27.25524
Contact SAT1 Hapto,SAT1,0.110013,7.293158,1.898611,0.3207626,2.658389,3.477601,0.008663065,0.008614049,7.239059,3.68,30.2232
Contact SAT1 Hapto,SAT1,0.1334455,7.086707,2.040805,0.3293206,2.528561,3.551515,0.009187152,0.009095493,7.03626,3.595,28.95203
Contact SAT1 Hapto,SAT1,0.1092712,6.38559,1.943701,0.330111,2.617777,3.822102,0.009324734,0.008921616,6.350997,3.455,28.5113
Contact SAT1 Hapto,SAT1,0.09206959,6.382884,1.783134,0.3177696,2.943793,3.531639,0.009251903,0.008679675,6.347531,3.71,29.28336
Contact SAT1 Hapto,SAT1,0.1013507,6.905423,1.771146,0.3249167,2.760218,3.258963,0.008501929,0.008433413,6.851165,3.8375,28.76067
Contact SAT1 Hapto,SAT1,0.1104596,6.588762,1.863023,0.3278658,2.618623,3.292886,0.008372217,0.008302088,6.54159,3.8325,28.95314
Contact SAT1 Hapto,SAT1,0.07245766,6.620974,1.782278,0.3187022,3.209585,3.376241,0.00859136,0.008507108,6.571461,3.775,29.31423
Contact SAT1 Hapto,SAT1,0.1123345,5.750127,1.962305,0.3415896,2.614604,3.621117,0.008770958,0.008729241,5.72353,3.6075,27.48951
Contact SAT1 Hapto,SAT1,0.1128829,7.35399,1.914918,0.3186226,2.78566,3.52114,0.009342801,0.008493455,7.292961,3.6375,29.83183
Contact SAT1 Hapto,SAT1,0.09692348,6.142206,1.765109,0.3479657,2.817956,3.440862,0.008772191,0.008444751,6.104687,3.7025,27.088
Contact SAT1 Hapto,SAT1,0.09996594,6.556292,1.774602,0.3377487,2.761474,3.269111,0.007205996,0.007546111,6.503344,3.8575,27.71803
Contact SAT1 Hapto,SAT1,0.1050085,6.976433,1.872069,0.3150348,2.846236,4.009386,0.009070599,0.009238412,6.932583,3.445,30.33539
Contact SAT1 Hapto,SAT1,0.1192442,7.620687,1.803412,0.3042297,2.748521,3.452401,0.008464495,0.008029492,7.558428,3.735,31.21243
Contact SAT1 Hapto,SAT1,0.09779857,6.089895,1.8688,0.3596914,2.839412,3.45476,0.007808265,0.008313327,6.047679,3.6475,26.39913
Contact SAT1 Hapto,SAT1,0.1244019,7.388492,1.825255,0.3134652,2.473814,3.358188,0.009046171,0.008657206,7.332856,3.7525,30.63031
Contact SAT1 Hapto,SAT1,0.1067617,7.218042,2.022364,0.3331022,2.721761,3.404529,0.008340386,0.008297077,7.156941,3.71,28.903
Contact SAT1 Hapto,SAT1,0.1196844,6.600908,1.71834,0.3327891,2.505858,3.435195,0.008545581,0.00776871,6.560161,3.7375,28.8408
Contact SAT1 Hapto,SAT1,0.09874521,7.277238,1.936681,0.3138856,2.891903,3.391055,0.00772512,0.008146045,7.217692,3.7175,29.60436
Contact SAT1 Hapto,SAT1,0.1217547,7.472105,1.95636,0.3154679,2.625843,3.414974,0.009380403,0.009830134,7.414057,3.63,29.6991
Contact SAT1 Hapto,SAT1,0.09127462,6.554363,1.745314,0.3332682,2.982722,3.400348,0.008847077,0.008544848,6.508665,3.6925,27.91238
Contact SAT1 Hapto,SAT1,0.07947409,6.982351,1.880972,0.311216,3.093522,3.360644,0.008463056,0.008407116,6.930221,3.7875,30.03241
Contact SAT1 Hapto,SAT1,0.1172843,6.442201,1.742144,0.3200608,2.62288,3.548095,0.008360462,0.008319273,6.407586,3.685,29.79924
Contact SAT1 Hapto,SAT1,0.1076579,7.182312,1.823874,0.315563,2.726016,3.376606,0.008781353,0.00842468,7.126608,3.76,30.00207
Contact SAT1 Hapto,SAT1,0.1262518,5.93083,1.741754,0.3586716,2.537738,3.568401,0.008543622,0.008481093,5.899088,3.6275,26.66732
Contact SAT1 Hapto,SAT1,0.1207488,6.218508,1.77871,0.351495,2.541651,3.506545,0.009235229,0.00918751,6.180734,3.645,27.13206
Contact SAT1 Hapto,SAT1,0.1282673,6.264995,1.733391,0.3663198,2.446529,3.339258,0.008127024,0.007768282,6.215243,3.795,26.29262
Contact SAT1 Hapto,SAT1,0.09710255,5.946912,1.848529,0.359536,2.828233,3.565519,0.00885518,0.00881412,5.910317,3.585,26.0673
Contact SAT1 Hapto,SAT1,0.1100399,6.73328,1.898694,0.3257227,2.60172,3.360889,0.008551593,0.008535029,6.688131,3.785,29.40316
Contact SAT1 Hapto,SAT1,0.1142871,6.736549,1.668109,0.3404131,2.76052,3.391683,0.008445642,0.008035453,6.690228,3.7675,28.70359
Contact SAT1 Hapto,SAT1,0.1163152,6.925956,1.963374,0.3319111,2.708117,3.611196,0.008791553,0.008611922,6.87295,3.575,28.4754
Contact SAT1 Hapto,SAT1,0.1029141,6.108976,1.765722,0.3332377,2.515615,3.478146,0.008028264,0.008458046,6.077282,3.7375,28.84042
Contact SAT1 Hapto,SAT1,0.09090922,7.021474,1.924928,0.3260519,2.801416,3.365335,0.008543075,0.008141085,6.958236,3.7675,28.93035
Contact SAT1 Hapto,SAT1,0.1073242,5.961408,1.741436,0.3574113,2.666014,3.48611,0.00771152,0.008049229,5.925632,3.6875,26.35158
Contact SAT1 Hapto,SAT1,0.1155162,7.633057,1.838309,0.3162184,2.631963,3.373565,0.009374288,0.00902282,7.562817,3.7175,30.08178
Contact SAT1 Hapto,SAT1,0.1277929,6.822461,1.836222,0.3577522,2.475834,3.199378,0.008304392,0.007801062,6.760378,3.85,26.74322
Contact SAT1 Hapto,SAT1,0.1193377,6.735489,1.7892,0.3433123,2.556133,3.289913,0.008329405,0.008265265,6.680839,3.7875,27.62159
Contact SAT1 Hapto,SAT1,0.09627584,6.721758,1.72889,0.3228989,2.677287,3.243005,0.008028338,0.00852238,6.672332,3.88,29.31406
Contact SAT1 Hapto,SAT1,0.1212421,7.691677,1.83683,0.3068542,2.503732,3.381682,0.009214438,0.009237611,7.633639,3.7125,31.10917
Contact SAT1 Hapto,SAT1,0.119826,7.540806,1.838315,0.3213174,2.573585,3.346004,0.009445313,0.008586648,7.476353,3.7425,29.92866
Contact SAT1 Hapto,SAT1,0.1024702,6.153849,1.74139,0.3433815,2.844138,3.387015,0.008641574,0.008287889,6.116147,3.755,27.52151
Contact SAT1 Hapto,SAT1,0.1095702,6.073603,1.986002,0.3493248,2.745459,3.538653,0.00887082,0.009440025,6.036643,3.585,27.03728
Contact SAT1 Hapto,SAT1,0.1079221,6.571298,1.799853,0.3332737,2.822726,3.492858,0.009019684,0.008607197,6.528443,3.66,28.46843
Contact SAT1 Hapto,SAT1,0.07951728,6.8959,1.975647,0.3077159,3.062152,3.810149,0.01000318,0.009093798,6.852525,3.4975,30.30917
Contact SAT1 Hapto,SAT1,0.1246577,6.989095,1.729574,0.3233235,2.577111,3.388321,0.007979186,0.008010036,6.941756,3.77,29.4014
Contact SAT1 Hapto,SAT1,0.1047904,7.557026,1.790257,0.2995577,2.711499,3.41266,0.007933925,0.008361527,7.500231,3.74,31.57652
Contact SAT1 Hapto,SAT1,0.1363073,6.894839,1.745608,0.3225346,2.284536,3.405232,0.008633129,0.008500993,6.849748,3.765,29.79372
Contact SAT1 Hapto,SAT1,0.09583476,7.175189,1.91626,0.3083451,2.848515,3.461242,0.008451107,0.008827013,7.124406,3.6925,30.81853
Contact SAT1 Hapto,SAT1,0.109438,6.404083,1.705291,0.3479922,2.532595,3.473893,0.008844666,0.008506243,6.361337,3.6925,27.70059
Contact SAT1 Hapto,SAT1,0.1013753,6.887794,1.939245,0.3194746,2.929525,3.368792,0.008279189,0.008585076,6.835996,3.7325,29.01814
Contact SAT1 Hapto,SAT1,0.128058,7.428664,1.762905,0.3297001,2.444608,3.281741,0.007910146,0.007910032,7.36737,3.8125,29.29344
Contact SAT1 Hapto,SAT1,0.1113778,6.460845,1.876049,0.3562359,2.834,3.392973,0.008544075,0.008819006,6.412291,3.67,26.72218
Contact SAT1 Hapto,SAT1,0.1027352,7.455062,1.792594,0.3003949,2.854663,3.460494,0.009446538,0.009032918,7.403755,3.6575,31.25337
Contact SAT1 Hapto,SAT1,0.1125411,6.675501,1.807355,0.3315207,2.568552,3.378787,0.007315776,0.00812864,6.627496,3.7575,28.417
Contact SAT1 Hapto,SAT1,0.1210888,5.697302,2.046358,0.351525,2.510318,4.104196,0.007633032,0.008481146,5.671454,3.4,26.91096
Contact SAT1 Hapto,SAT1,0.1257505,7.644024,1.898819,0.3060238,2.42475,3.390591,0.008738047,0.008689961,7.584728,3.7425,31.34668
Contact SAT1 Hapto,SAT1,0.1022523,6.44932,1.816807,0.3418575,2.878084,3.389153,0.008627366,0.008147122,6.404402,3.725,27.44586
Contact SAT1 Hapto,SAT1,0.1018925,7.166922,1.946749,0.3216229,2.829617,3.46725,0.008892791,0.008341594,7.109185,3.655,29.14179
Contact SAT1 Hapto,SAT1,0.1084738,6.472719,1.743821,0.3541605,2.80578,3.358903,0.00794894,0.007873269,6.423197,3.7425,27.09008
Contact SAT1 Hapto,SAT1,0.09290167,6.437686,1.816486,0.3468102,2.721975,3.563594,0.008872783,0.0087752,6.393723,3.575,27.30024
Contact SAT1 Hapto,SAT1,0.1221761,6.477694,1.76913,0.3596338,2.496227,3.322013,0.008431843,0.008124569,6.430616,3.7725,26.82723
Contact SAT1 Hapto,SAT1,0.1157657,6.319868,1.801783,0.3352578,2.591438,3.359795,0.008236627,0.008560758,6.280832,3.7925,28.34886
Contact SAT1 Hapto,SAT1,0.1265343,7.000566,1.837571,0.3181363,2.456847,3.432028,0.009747479,0.009177217,6.956229,3.7075,30.1777
Contact SAT1 Hapto,SAT1,0.1103313,6.337142,1.763827,0.3495587,2.611927,3.656461,0.009274113,0.009235477,6.30109,3.5075,27.65485
Contact SAT1 Hapto,SAT1,0.126683,5.735835,1.70065,0.3779042,2.386421,3.508114,0.007186657,0.007592263,5.704425,3.6975,25.6137
Contact SAT1 Hapto,SAT1,0.1076281,5.718189,1.75366,0.3702602,2.573541,3.574341,0.008228014,0.007754588,5.683941,3.65,25.74914
Contact SAT1 Hapto,SAT1,0.1318973,6.695148,1.896492,0.343238,2.377583,3.50256,0.008789897,0.008792382,6.652252,3.6325,28.1517
Contact SAT1 Hapto,SAT1,0.09142362,7.390423,1.747332,0.3200567,2.810228,3.215273,0.009412079,0.008556435,7.323728,3.8425,29.37027
Contact SAT1 Hapto,SAT1,0.1122783,6.815219,1.820364,0.3145758,2.722598,3.599965,0.008024052,0.008295262,6.768095,3.6825,30.33298
Contact SAT1 Hapto,SAT1,0.1064362,6.448023,1.672909,0.3305142,2.730106,3.416387,0.009020982,0.008705243,6.408579,3.7475,29.15873
Contact SAT1 Hapto,SAT1,0.1288607,7.350486,1.893969,0.3169944,2.60351,3.367455,0.00748615,0.007943478,7.292557,3.775,30.2544
Contact SAT1 Hapto,SAT1,0.1145935,6.549779,1.935757,0.3271,2.574071,3.582307,0.008244178,0.008520209,6.504582,3.6575,28.91259
Contact SAT1 Hapto,SAT1,0.09127723,7.149144,1.674795,0.3072768,2.798154,3.349397,0.008057722,0.008654175,7.09993,3.82,31.03395
Contact SAT1 Hapto,SAT1,0.1152661,6.599161,1.877103,0.3328462,2.53738,3.484193,0.008884873,0.008894233,6.557811,3.6475,28.27041
Contact SAT1 Hapto,SAT1,0.09268098,7.548745,1.7862,0.3068803,2.776234,3.349002,0.008273037,0.008307105,7.483576,3.7825,30.95952
Contact SAT1 Hapto,SAT1,0.1386346,6.734352,1.794602,0.3439345,2.144215,3.41632,0.007317633,0.007634113,6.691237,3.7525,28.23409
Contact SAT1 Hapto,SAT1,0.12074,6.700181,1.850958,0.3504721,2.61089,3.382881,0.00805341,0.007987098,6.646761,3.7275,27.10241
Contact SAT1 Hapto,SAT1,0.1316212,6.68648,1.647839,0.3257162,2.401847,3.531356,0.009196616,0.009071134,6.648909,3.665,29.68157
Contact SAT1 Hapto,SAT1,0.138939,6.160855,1.768974,0.3395297,2.056116,3.633413,0.008184956,0.008511911,6.133966,3.6175,28.88129
Contact SAT1 Hapto,SAT1,0.115271,7.338603,1.87355,0.3034465,2.769266,3.468351,0.009599736,0.009196841,7.287733,3.6825,31.31411
Contact SAT1 Hapto,SAT1,0.1327298,7.100587,1.819586,0.3301573,2.413028,3.433845,0.009415306,0.009005285,7.049742,3.6725,28.96447
Contact SAT1 Hapto,SAT1,0.1153011,6.56058,1.802005,0.3272898,2.502746,3.488609,0.007895916,0.008391991,6.520602,3.69,28.96715
Contact SAT1 Hapto,SAT1,0.1012258,5.847395,1.740754,0.3472044,2.709483,3.498449,0.008482474,0.008401641,5.816081,3.705,27.05303
Contact SAT1 Hapto,SAT1,0.1018878,7.33943,1.975988,0.3093985,2.793103,3.425279,0.009187054,0.008690044,7.281115,3.6825,29.96713
