Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Contact SAT3 Hapto,SAT3,0.09634954,9.839235,2.11682,0.4241859,2.444866,1.458752,0.01426662,0.01401016,8.132741,6.296667,24.39953
Contact SAT3 Hapto,SAT3,0.06707604,7.800402,1.916728,0.4177644,2.781044,1.486148,0.01251939,0.0126814,6.816919,6.343333,22.74019
Contact SAT3 Hapto,SAT3,0.06338232,9.266271,1.913993,0.4176913,2.861169,1.423136,0.01720377,0.01563979,7.678785,6.42,25.66601
Contact SAT3 Hapto,SAT3,0.05376906,9.136779,1.729045,0.4220526,2.779466,1.51703,0.01571506,0.01576758,8.049785,6.143333,25.89146
Contact SAT3 Hapto,SAT3,0.06769037,8.468682,2.006108,0.4707187,2.802439,1.523636,0.01394294,0.01433207,7.269325,6.153333,23.9827
Contact SAT3 Hapto,SAT3,0.05636852,9.580638,2.109997,0.4223287,3.051244,1.369105,0.015401,0.0144479,7.802237,6.45,22.31029
Contact SAT3 Hapto,SAT3,0.06502778,9.196034,2.091342,0.4076477,2.907156,1.423484,0.01444547,0.01478739,7.82986,6.286667,24.20478
Contact SAT3 Hapto,SAT3,0.09225529,8.709224,2.063773,0.4588137,2.423093,1.499594,0.01682011,0.01647903,7.31542,6.08,23.41628
Contact SAT3 Hapto,SAT3,0.0772299,9.509597,1.990325,0.4180604,2.694889,1.418462,0.01638187,0.01489261,7.828682,6.34,23.43861
Contact SAT3 Hapto,SAT3,0.06622675,8.286088,1.848015,0.4438126,2.943085,1.489613,0.01300953,0.01276281,6.96803,6.26,22.40827
Contact SAT3 Hapto,SAT3,0.06154379,8.006214,1.760202,0.4028814,2.994496,1.477456,0.01537055,0.01490769,7.076742,6.35,24.6205
Contact SAT3 Hapto,SAT3,0.06478362,9.849473,1.983145,0.3931869,2.823798,1.513144,0.01676413,0.01524012,8.313789,6.146667,25.84691
Contact SAT3 Hapto,SAT3,0.06394738,10.27158,1.948056,0.3817293,2.752669,1.445493,0.01692727,0.01703109,8.634769,6.28,25.6618
Contact SAT3 Hapto,SAT3,0.07093925,8.416033,2.060278,0.4478993,2.829545,1.541127,0.01324983,0.01352688,6.980372,6.053333,21.99426
Contact SAT3 Hapto,SAT3,0.05607627,9.775049,2.252407,0.3884248,3.000491,1.446663,0.01801138,0.01637398,8.256995,6.336667,25.6682
Contact SAT3 Hapto,SAT3,0.09275699,8.72682,1.933471,0.4634362,2.732569,1.450512,0.01526713,0.01387921,7.374435,6.346667,23.11713
Contact SAT3 Hapto,SAT3,0.05393886,8.720584,1.859011,0.465085,2.924266,1.470147,0.01589872,0.01445338,7.07111,6.206667,22.17437
Contact SAT3 Hapto,SAT3,0.05809058,8.655465,1.826787,0.4241931,3.010987,1.480097,0.01742878,0.01584435,7.565027,6.2,24.23847
Contact SAT3 Hapto,SAT3,0.06683845,8.169071,1.861292,0.4580286,2.882669,1.470883,0.01575527,0.01479657,6.811814,6.17,20.82475
Contact SAT3 Hapto,SAT3,0.06850879,8.678854,1.864842,0.4310784,2.808666,1.551392,0.01558672,0.01464176,7.482449,6.106667,25.14522
Contact SAT3 Hapto,SAT3,0.0859553,9.164053,2.089219,0.4185961,2.688256,1.503885,0.01555127,0.0146958,7.711783,6.15,23.25223
Contact SAT3 Hapto,SAT3,0.0615365,7.881732,1.77748,0.4423918,2.967064,1.51757,0.01354514,0.01276453,6.828165,6.156667,21.83663
Contact SAT3 Hapto,SAT3,0.07728176,9.731257,1.916209,0.3827932,2.739213,1.500678,0.01794525,0.01666345,8.29654,6.19,26.04094
Contact SAT3 Hapto,SAT3,0.07225879,9.920425,2.133662,0.4462824,2.787557,1.445943,0.01478087,0.01467722,8.061888,6.246667,24.21608
Contact SAT3 Hapto,SAT3,0.08942721,7.774379,2.070514,0.4784358,2.564156,1.53071,0.01469153,0.015069,6.522992,6.11,21.15709
Contact SAT3 Hapto,SAT3,0.08070426,10.15025,2.303326,0.4593871,2.626069,1.357875,0.01488454,0.01467382,7.990969,6.373333,22.31576
Contact SAT3 Hapto,SAT3,0.05865915,10.07114,2.175963,0.429033,3.015052,1.418744,0.01751786,0.01592533,8.153292,6.226667,24.21228
Contact SAT3 Hapto,SAT3,0.05528777,8.889352,1.92621,0.3857163,2.882905,1.532868,0.0130801,0.01453344,7.652729,6.126667,24.46025
Contact SAT3 Hapto,SAT3,0.07401166,8.514943,2.096662,0.4539244,2.722981,1.477927,0.01600804,0.01455277,7.277107,6.143333,21.95046
Contact SAT3 Hapto,SAT3,0.06972148,7.988541,2.114037,0.4401591,2.727535,1.523432,0.01363413,0.01354629,6.608875,6.176667,21.7416
Contact SAT3 Hapto,SAT3,0.0790692,9.687924,1.975677,0.4627089,2.585881,1.45516,0.01410061,0.01566735,7.690682,6.216667,23.55912
Contact SAT3 Hapto,SAT3,0.05239101,8.150366,1.985774,0.4907215,3.21626,1.413954,0.01748602,0.01589638,6.493055,6.21,20.1281
Contact SAT3 Hapto,SAT3,0.08893139,8.90267,1.914924,0.3930322,2.442966,1.526976,0.01274272,0.01354585,7.73764,6.2,25.4346
Contact SAT3 Hapto,SAT3,0.06646066,8.885766,1.984968,0.4307836,2.825235,1.480211,0.01577991,0.01606914,7.378098,6.183333,22.25262
Contact SAT3 Hapto,SAT3,0.0589696,10.34924,2.172396,0.3844991,2.941663,1.545215,0.01404993,0.01436508,8.752836,6.153333,26.92702
Contact SAT3 Hapto,SAT3,0.06805029,9.794033,2.186994,0.4053108,2.817267,1.47951,0.01640522,0.01540285,8.124301,6.183333,24.8828
Contact SAT3 Hapto,SAT3,0.07825609,8.753234,1.850676,0.4364056,2.685104,1.52654,0.01325531,0.01282412,7.297039,6.203333,23.68419
Contact SAT3 Hapto,SAT3,0.05666407,9.31789,1.969721,0.4670193,2.965822,1.410779,0.01505915,0.01369014,7.43479,6.306667,21.81747
Contact SAT3 Hapto,SAT3,0.05792478,7.750478,1.928621,0.4793875,2.882331,1.42198,0.01414393,0.01333634,6.710287,6.356667,21.16457
Contact SAT3 Hapto,SAT3,0.06859797,8.347577,2.045007,0.4394504,2.840518,1.549357,0.01497569,0.01408873,7.048535,6.086667,22.15078
Contact SAT3 Hapto,SAT3,0.05606346,10.49737,2.361708,0.4168468,3.1204,1.388677,0.01601142,0.01503505,8.361834,6.31,23.00776
Contact SAT3 Hapto,SAT3,0.07302468,9.431892,1.878974,0.4232025,3.080942,1.476811,0.01590884,0.01446259,7.762733,6.18,23.79033
Contact SAT3 Hapto,SAT3,0.05616288,8.539917,1.975762,0.4671033,3.130723,1.567237,0.01497666,0.01505455,6.973177,6.023333,22.16701
Contact SAT3 Hapto,SAT3,0.06692192,9.507899,1.848246,0.4209478,2.931148,1.477531,0.01620858,0.01590795,7.733165,6.256667,23.60812
Contact SAT3 Hapto,SAT3,0.06002163,9.799238,2.199382,0.4156263,3.078894,1.450516,0.0168043,0.01527663,7.854453,6.26,22.63247
Contact SAT3 Hapto,SAT3,0.06257562,9.252177,1.99466,0.4410738,2.80212,1.430705,0.01776468,0.01614971,7.509633,6.243333,23.24695
Contact SAT3 Hapto,SAT3,0.08427559,8.640197,2.007647,0.434797,2.572628,1.435084,0.01578149,0.01633987,7.323167,6.18,22.45317
Contact SAT3 Hapto,SAT3,0.07339802,7.702046,1.673583,0.389789,2.675753,1.431518,0.01369896,0.0129022,6.941014,6.563333,24.23861
Contact SAT3 Hapto,SAT3,0.07846462,8.480044,1.73358,0.4539477,2.62429,1.413135,0.01374819,0.01298536,7.311132,6.373333,22.73495
Contact SAT3 Hapto,SAT3,0.05919492,8.730364,2.007778,0.4553225,3.191793,1.460142,0.01594455,0.01488129,7.158148,6.26,22.18179
Contact SAT3 Hapto,SAT3,0.07322318,8.202591,1.661227,0.4298204,2.825113,1.489408,0.01914888,0.01789656,7.18603,6.223333,24.46942
Contact SAT3 Hapto,SAT3,0.06552603,9.595767,2.095924,0.4301206,3.125745,1.395946,0.01601024,0.01455476,7.809273,6.34,22.71821
Contact SAT3 Hapto,SAT3,0.06362635,9.363827,1.869187,0.4279131,2.988692,1.428634,0.01434007,0.01462704,7.809234,6.313333,24.29345
Contact SAT3 Hapto,SAT3,0.05257207,10.66758,2.139535,0.3667531,3.043842,1.459289,0.01591568,0.01561896,8.908298,6.306667,26.1137
Contact SAT3 Hapto,SAT3,0.07801596,9.186194,2.149206,0.4868536,2.697724,1.462016,0.01489303,0.01388184,7.241009,6.22,21.53994
Contact SAT3 Hapto,SAT3,0.07718248,7.999894,2.103027,0.450179,2.455789,1.506874,0.01204767,0.0133863,6.672562,6.24,22.2901
Contact SAT3 Hapto,SAT3,0.0547237,7.023592,1.588757,0.4004269,2.888736,1.559305,0.01548501,0.01567571,6.477011,6.13,23.5885
Contact SAT3 Hapto,SAT3,0.0466844,9.109088,2.389699,0.4521106,3.140408,1.425026,0.01668468,0.0151679,7.472478,6.12,21.54118
Contact SAT3 Hapto,SAT3,0.05733653,9.501347,2.083104,0.4063017,2.741168,1.524423,0.0157322,0.01589447,8.326896,6.096667,27.83201
Contact SAT3 Hapto,SAT3,0.06431003,9.796299,1.91093,0.3885079,3.026864,1.471247,0.01449394,0.01317631,8.276071,6.33,25.6791
Contact SAT3 Hapto,SAT3,0.0848936,9.697055,1.941339,0.4161763,2.492926,1.468504,0.01540597,0.01545299,8.136997,6.23,24.77838
Contact SAT3 Hapto,SAT3,0.06329086,9.574563,2.315513,0.4503512,2.901517,1.413164,0.01356051,0.01276463,7.751124,6.31,21.95514
Contact SAT3 Hapto,SAT3,0.07062982,8.713745,1.819498,0.4424484,2.957406,1.486385,0.01531008,0.01443185,7.426766,6.18,23.2764
Contact SAT3 Hapto,SAT3,0.07182072,8.880469,1.863491,0.4073208,2.941184,1.46648,0.01602455,0.01456777,7.540408,6.306667,23.93777
Contact SAT3 Hapto,SAT3,0.0798012,9.410542,2.058037,0.4283916,2.789142,1.535909,0.01549944,0.0140904,7.659012,6.173333,23.56487
Contact SAT3 Hapto,SAT3,0.04908092,8.314322,1.672816,0.4420475,2.89971,1.508974,0.01545783,0.01444356,6.947448,6.253333,21.68281
Contact SAT3 Hapto,SAT3,0.06340003,9.443852,1.988635,0.4313014,2.780848,1.494613,0.01751615,0.01592377,7.81674,6.193333,24.76171
Contact SAT3 Hapto,SAT3,0.05806799,8.919561,1.764229,0.3901757,2.990877,1.467666,0.01242611,0.01218622,7.802701,6.426667,25.74172
Contact SAT3 Hapto,SAT3,0.06478219,9.489524,2.119041,0.421665,2.868833,1.462132,0.01449132,0.01400303,7.790282,6.246667,23.54882
Contact SAT3 Hapto,SAT3,0.05138815,8.425365,2.035952,0.4333862,3.057453,1.513559,0.01751823,0.01592566,7.359411,6.04,23.56267
Contact SAT3 Hapto,SAT3,0.05720278,9.952714,1.866209,0.3910712,2.979212,1.476519,0.01773053,0.01653096,8.31083,6.266667,25.75945
Contact SAT3 Hapto,SAT3,0.06546858,8.353524,1.758419,0.4505437,2.831429,1.534193,0.01410353,0.01453876,7.364039,6.156667,25.15655
Contact SAT3 Hapto,SAT3,0.05161101,8.847701,1.704138,0.4227795,3.111477,1.442234,0.01602086,0.01456442,7.421716,6.316667,22.67584
Contact SAT3 Hapto,SAT3,0.05688077,9.443634,2.261479,0.4591317,3.131945,1.427192,0.01466364,0.01370757,7.481519,6.276667,21.6903
Contact SAT3 Hapto,SAT3,0.05962508,7.930622,1.948645,0.4571026,2.961324,1.475432,0.01577303,0.01433912,6.650842,6.316667,22.3479
Contact SAT3 Hapto,SAT3,0.05933383,8.685048,1.807745,0.4220896,3.085451,1.473754,0.01488338,0.01353034,7.324655,6.273333,22.86336
Contact SAT3 Hapto,SAT3,0.05962701,9.322067,1.954357,0.446153,3.002318,1.425959,0.01624074,0.01476431,7.388044,6.34,21.40084
Contact SAT3 Hapto,SAT3,0.06168538,9.40362,2.093691,0.4252233,2.973544,1.471325,0.01638216,0.01489288,7.839644,6.2,24.24061
Contact SAT3 Hapto,SAT3,0.06640478,8.753508,1.910783,0.419836,2.862249,1.453871,0.01351437,0.01373679,7.389973,6.29,23.1156
Contact SAT3 Hapto,SAT3,0.07594086,8.837719,1.925371,0.4474207,2.62756,1.520639,0.01437142,0.01470192,7.442527,6.143333,23.33337
Contact SAT3 Hapto,SAT3,0.06984809,8.192684,1.738458,0.406145,3.043914,1.540654,0.01359324,0.01348431,6.856604,6.29,25.04733
Contact SAT3 Hapto,SAT3,0.05799751,9.704212,2.074762,0.4667265,3.025783,1.400577,0.01411967,0.01426771,7.697226,6.383333,23.45343
Contact SAT3 Hapto,SAT3,0.0726549,8.298171,1.939913,0.445111,2.672766,1.513359,0.01413335,0.01398074,6.94746,6.176667,21.85118
Contact SAT3 Hapto,SAT3,0.05850262,9.651394,1.972619,0.4322799,3.004195,1.454116,0.01374804,0.01355709,7.946276,6.276667,24.24752
Contact SAT3 Hapto,SAT3,0.05498255,8.458103,1.935705,0.4290125,2.797939,1.562767,0.01549826,0.01454501,7.232631,6.1,23.3817
Contact SAT3 Hapto,SAT3,0.07322279,9.928837,2.089684,0.4163716,2.556774,1.380333,0.01580031,0.01634546,8.065205,6.433333,23.15772
Contact SAT3 Hapto,SAT3,0.07777328,7.628253,1.806958,0.5051209,2.634115,1.413024,0.01522121,0.01534555,6.390473,6.293333,19.76807
Contact SAT3 Hapto,SAT3,0.08252916,9.256574,2.023448,0.3955534,2.515692,1.518998,0.01564143,0.01467159,7.876127,6.243333,25.30819
Contact SAT3 Hapto,SAT3,0.0579619,8.669727,1.977332,0.4486491,3.016949,1.477889,0.01470589,0.0142058,7.126277,6.163333,21.31076
Contact SAT3 Hapto,SAT3,0.06499261,8.875059,2.168236,0.4754779,3.024616,1.478522,0.01650217,0.0153727,7.308816,6.21,23.45099
Contact SAT3 Hapto,SAT3,0.05698392,8.06209,1.606887,0.3447801,2.733537,1.55034,0.01790495,0.01670845,7.395085,6.343333,27.35587
Contact SAT3 Hapto,SAT3,0.06403018,9.946432,1.987222,0.4339903,2.881346,1.456873,0.01671293,0.01519357,7.990238,6.233333,23.12515
Contact SAT3 Hapto,SAT3,0.06239157,8.555188,1.741995,0.4403556,3.115127,1.496943,0.01598671,0.01574016,7.081214,6.113333,22.07233
Contact SAT3 Hapto,SAT3,0.06919363,9.072725,1.980955,0.4476749,2.566218,1.48822,0.01455035,0.01476922,7.421968,6.24,22.88222
Contact SAT3 Hapto,SAT3,0.06739052,8.879743,1.802517,0.4245953,2.782846,1.457426,0.01372003,0.01291079,7.707044,6.296667,24.27526
Contact SAT3 Hapto,SAT3,0.05733768,10.29561,2.091695,0.4465759,3.170903,1.359255,0.01741559,0.01632076,8.01587,6.35,22.42935
Contact SAT3 Hapto,SAT3,0.04151693,9.249933,2.019181,0.4476891,3.001806,1.453256,0.01514644,0.01504792,7.470527,6.223333,22.65224
Contact SAT3 Hapto,SAT3,0.07537441,7.545788,1.852802,0.4817282,2.631733,1.510252,0.01228715,0.01365239,6.673846,6.17,22.04444
Contact SAT3 Hapto,SAT3,0.0867467,7.865732,2.015527,0.5014005,2.371766,1.423647,0.01503389,0.01513094,6.386503,6.27,19.53223
Contact SAT3 Hapto,SAT3,0.06008943,9.363677,2.139867,0.4321051,2.995312,1.491763,0.01529821,0.01497723,7.664725,6.18,23.43154
Contact SAT3 Hapto,SAT3,0.07219939,9.599679,2.087766,0.4353165,2.77684,1.490029,0.01766257,0.01733754,7.762531,6.1,23.71322
Contact SAT3 Hapto,SAT3,0.1001069,6.792913,1.729649,0.4642318,2.315189,1.553126,0.01299536,0.01372834,6.201884,6.053333,22.02648
Contact SAT3 Hapto,SAT3,0.07520813,7.47131,1.953531,0.4651808,2.677132,1.540324,0.01254381,0.01393756,6.294756,6.146667,21.13312
Contact SAT3 Hapto,SAT3,0.07169214,8.643192,1.843973,0.4801213,2.645062,1.495268,0.01325768,0.01285576,7.136972,6.2,22.03348
Contact SAT3 Hapto,SAT3,0.08108856,9.326825,2.048492,0.4350991,2.600197,1.417374,0.01729157,0.01615085,7.558673,6.37,23.56814
Contact SAT3 Hapto,SAT3,0.07046882,8.18412,1.816958,0.4685011,2.843784,1.52609,0.01493162,0.01514498,6.69926,6.023333,21.20844
Contact SAT3 Hapto,SAT3,0.05310482,8.827336,1.936377,0.4390383,2.883074,1.43305,0.01628859,0.01534633,7.645149,6.326667,24.44883
Contact SAT3 Hapto,SAT3,0.06805488,7.24122,1.565564,0.3813533,2.634692,1.503312,0.01422062,0.01383544,6.687538,6.516667,25.10248
Contact SAT3 Hapto,SAT3,0.06702968,8.848325,1.945488,0.4660231,2.753541,1.377155,0.01387742,0.01479864,7.167216,6.296667,21.60672
Contact SAT3 Hapto,SAT3,0.06081271,6.537594,1.424768,0.4007581,2.729117,1.493104,0.0168239,0.01576926,6.085011,6.413333,23.55405
Contact SAT3 Hapto,SAT3,0.07089131,10.44416,1.955696,0.4324713,3.019438,1.387714,0.01274931,0.01294488,8.417637,6.39,23.81404
Contact SAT3 Hapto,SAT3,0.05273592,9.767386,2.091455,0.4432255,3.055066,1.453897,0.01331747,0.01210679,8.176825,6.266667,24.26569
Contact SAT3 Hapto,SAT3,0.07429262,8.710858,2.098864,0.437773,2.740088,1.519124,0.01467014,0.01451748,7.219743,6.096667,21.96563
Contact SAT3 Hapto,SAT3,0.05948991,8.025102,2.195199,0.5026934,2.991868,1.424422,0.01308972,0.01232282,6.624693,6.27,20.0727
Contact SAT3 Hapto,SAT3,0.07422277,9.076291,2.096469,0.4686266,2.941044,1.48212,0.01449064,0.01415251,7.230263,6.123333,22.54943
Contact SAT3 Hapto,SAT3,0.05635802,8.933529,2.041095,0.5565735,3.114533,1.381871,0.01484574,0.01394301,7.174739,6.263333,21.53529
Contact SAT3 Hapto,SAT3,0.05331091,10.1553,2.15107,0.4248523,2.848785,1.472202,0.01518749,0.0149871,8.236659,6.223333,24.34752
Contact SAT3 Hapto,SAT3,0.06744248,7.835965,1.712035,0.4087752,2.817046,1.429432,0.01362199,0.01406928,6.977069,6.51,24.12826
Contact SAT3 Hapto,SAT3,0.05664251,6.065872,1.498516,0.471408,2.889312,1.544564,0.01296293,0.01378488,5.602642,6.136667,20.13257
Contact SAT3 Hapto,SAT3,0.09771397,9.820601,2.293211,0.4168392,2.485945,1.529939,0.01416044,0.01401146,8.118401,6.143333,24.99012
Contact SAT3 Hapto,SAT3,0.09480409,8.746019,2.020335,0.4530062,2.480688,1.47622,0.01278942,0.01267215,7.036195,6.36,22.62965
Contact SAT3 Hapto,SAT3,0.06566233,8.382993,1.806901,0.4270375,2.809037,1.495967,0.01486053,0.01515985,7.180366,6.18,23.00446
Contact SAT3 Hapto,SAT3,0.07261344,8.572458,1.889729,0.4082809,2.802124,1.510327,0.01492133,0.01448934,7.322775,6.29,24.01013
Contact SAT3 Hapto,SAT3,0.06730999,9.75896,2.13798,0.4023998,2.867615,1.492307,0.01574277,0.01546384,8.054023,6.17,24.85888
Contact SAT3 Hapto,SAT3,0.06755721,8.586101,1.825365,0.3914615,2.74265,1.522472,0.01527933,0.0138903,7.564798,6.22,24.65008
Contact SAT3 Hapto,SAT3,0.08230217,8.062912,1.902736,0.4475062,2.838743,1.564325,0.01473231,0.01578539,6.9724,5.943333,23.08799
Contact SAT3 Hapto,SAT3,0.05586795,9.175975,1.974355,0.4456666,2.994968,1.411587,0.01759179,0.0164153,7.448762,6.263333,22.53574
Contact SAT3 Hapto,SAT3,0.06127606,8.105722,1.775231,0.4266903,2.698133,1.507026,0.01335259,0.0136569,7.125322,6.286667,24.33357
Contact SAT3 Hapto,SAT3,0.04154545,8.732304,2.061648,0.471464,3.236384,1.502007,0.01670968,0.01565264,7.159756,6.1,23.41738
Contact SAT3 Hapto,SAT3,0.08347703,9.197882,1.974582,0.4227214,2.756551,1.462904,0.01780254,0.01918252,7.82328,6.176667,25.51357
Contact SAT3 Hapto,SAT3,0.060104,7.518658,1.870859,0.4189332,2.895142,1.5332,0.01464591,0.014464,6.724515,6.223333,23.33571
Contact SAT3 Hapto,SAT3,0.05253882,8.014293,1.673904,0.3758729,2.951625,1.480706,0.01511675,0.01543479,7.1136,6.403333,25.02359
Contact SAT3 Hapto,SAT3,0.07394619,8.434799,1.9653,0.4601992,2.637672,1.450838,0.01337116,0.01368374,7.060443,6.31,22.32323
Contact SAT3 Hapto,SAT3,0.07181345,9.286978,2.038217,0.4112624,2.52639,1.430132,0.01669745,0.01566678,8.013419,6.316667,25.13933
Contact SAT3 Hapto,SAT3,0.06192243,9.880865,2.082851,0.398841,3.034657,1.556911,0.01404034,0.01369684,8.270115,6.06,25.18975
Contact SAT3 Hapto,SAT3,0.0583787,8.442319,2.053214,0.4241808,2.874135,1.479329,0.01617281,0.0152823,6.997212,6.306667,22.87227
Contact SAT3 Hapto,SAT3,0.06220472,8.189491,1.868312,0.5019908,2.986865,1.420387,0.01446001,0.01472401,6.546628,6.216667,19.22109
Contact SAT3 Hapto,SAT3,0.05964276,8.959,1.872267,0.3732234,2.882746,1.58275,0.01556257,0.01415251,7.872953,6.066667,25.20175
Contact SAT3 Hapto,SAT3,0.08035473,9.456172,2.125032,0.4826367,2.494522,1.416781,0.0143473,0.013043,7.521734,6.283333,22.61256
Contact SAT3 Hapto,SAT3,0.04894261,6.987002,1.704208,0.4588211,2.926357,1.600777,0.0142147,0.0133952,6.276682,6.02,21.93691
Contact SAT3 Hapto,SAT3,0.05297227,9.48063,1.821623,0.3643991,2.822673,1.50721,0.01846733,0.01735516,8.227974,6.17,26.28942
Contact SAT3 Hapto,SAT3,0.06283632,10.10376,1.946329,0.4308082,3.033409,1.442398,0.01682831,0.01529847,8.389574,6.24,25.77426
Contact SAT3 Hapto,SAT3,0.06335279,8.010983,1.917257,0.4839198,2.940145,1.458056,0.01518986,0.01380897,6.723455,6.216667,21.00801
Contact SAT3 Hapto,SAT3,0.05865302,8.984349,1.854155,0.449472,2.949076,1.497917,0.01658088,0.01632121,7.376945,6.096667,23.19298
Contact SAT3 Hapto,SAT3,0.06217452,9.601287,2.029057,0.4467497,2.742805,1.465768,0.01596445,0.01491938,7.784882,6.21,23.6946
Contact SAT3 Hapto,SAT3,0.06472775,9.328407,1.966008,0.4151111,2.851969,1.519905,0.01477013,0.01512965,7.721502,6.143333,23.4051
Contact SAT3 Hapto,SAT3,0.07761533,9.312307,2.110624,0.4218085,2.648968,1.477275,0.01514101,0.014128,7.787556,6.196667,23.61247
Contact SAT3 Hapto,SAT3,0.07542955,9.727949,2.075806,0.459161,2.848728,1.519859,0.01554647,0.01457929,7.803021,6.076667,23.4562
Contact SAT3 Hapto,SAT3,0.07485915,9.633711,2.029865,0.4136236,2.550389,1.486961,0.01428482,0.015004,8.066293,6.22,24.78829
Contact SAT3 Hapto,SAT3,0.08321465,8.324421,1.968263,0.427114,2.645971,1.46023,0.01468959,0.01411487,7.067339,6.306667,22.32049
Contact SAT3 Hapto,SAT3,0.07773907,9.329203,1.906993,0.4041992,2.564493,1.507434,0.01365236,0.01379101,7.937551,6.223333,24.74874
Contact SAT3 Hapto,SAT3,0.05295987,8.328555,1.806206,0.394066,2.861616,1.434298,0.01553744,0.01412495,7.377695,6.456667,24.42113
Contact SAT3 Hapto,SAT3,0.06277617,8.641107,1.979098,0.4305893,2.611201,1.517663,0.01513622,0.01504622,7.270776,6.096667,22.84551
Contact SAT3 Hapto,SAT3,0.096875,10.38436,2.152327,0.4443085,2.381388,1.381406,0.01447932,0.01396484,8.372336,6.333333,23.1339
Contact SAT3 Hapto,SAT3,0.08050705,8.232174,1.941229,0.4414895,2.582418,1.533616,0.01491465,0.01531569,7.016685,6.123333,22.22387
Contact SAT3 Hapto,SAT3,0.09657417,10.39512,2.250209,0.4119417,2.595887,1.432409,0.0152832,0.01404076,8.508465,6.333333,24.62167
Contact SAT3 Hapto,SAT3,0.0444845,8.831628,1.913057,0.4721763,2.951183,1.452249,0.01490528,0.01395357,7.049764,6.323333,21.64088
Contact SAT3 Hapto,SAT3,0.06900318,9.547461,1.822293,0.4365831,2.775367,1.51871,0.01565306,0.01423006,7.825973,6.153333,24.3171
Contact SAT3 Hapto,SAT3,0.08063915,10.80343,2.180784,0.4672749,2.663855,1.361399,0.01535291,0.01433026,8.449275,6.403333,24.13219
Contact SAT3 Hapto,SAT3,0.0860278,9.027257,1.889827,0.4217968,2.583611,1.494758,0.01205198,0.01255105,7.595192,6.286667,24.23755
Contact SAT3 Hapto,SAT3,0.09752516,7.270983,2.004113,0.4912925,2.35681,1.563574,0.01355217,0.01451021,5.973627,6.04,20.24472
Contact SAT3 Hapto,SAT3,0.05966287,8.764021,1.988997,0.4336184,2.879799,1.503215,0.01444595,0.01313268,7.546284,6.19,23.37227
Contact SAT3 Hapto,SAT3,0.06106476,9.905135,2.074641,0.4271825,2.955227,1.457186,0.01491355,0.01455937,8.024274,6.3,24.79127
Contact SAT3 Hapto,SAT3,0.07666516,7.955459,1.718754,0.4867979,2.612485,1.499564,0.01332084,0.01254617,6.680727,6.26,21.25181
Contact SAT3 Hapto,SAT3,0.06968518,8.674531,1.833677,0.4558055,2.813407,1.532278,0.0140514,0.01396558,7.069191,6.1,22.90542
Contact SAT3 Hapto,SAT3,0.05349941,6.61615,1.582668,0.4814891,3.031566,1.400461,0.01517236,0.01426273,5.905438,6.5,20.64591
Contact SAT3 Hapto,SAT3,0.05104106,9.630907,1.896985,0.3978542,2.748475,1.465759,0.01453697,0.01409847,8.134655,6.26,24.92861
Contact SAT3 Hapto,SAT3,0.1044975,9.725971,1.848563,0.4410205,2.432154,1.466126,0.01510574,0.01539568,7.9562,6.28,25.39535
Contact SAT3 Hapto,SAT3,0.07421708,8.696025,1.82354,0.4211569,2.66541,1.494327,0.01418003,0.01403198,7.403519,6.21,23.29077
Contact SAT3 Hapto,SAT3,0.08091922,9.682036,1.946769,0.400206,2.669162,1.463805,0.01627556,0.01657178,8.053019,6.303333,24.34874
Contact SAT3 Hapto,SAT3,0.05372467,9.584096,2.256147,0.4241765,3.066799,1.44689,0.01819316,0.01653924,7.92442,6.2,23.71857
Contact SAT3 Hapto,SAT3,0.04998362,8.931828,1.841285,0.4453358,2.991043,1.486026,0.015883,0.01443909,7.616275,6.26,24.44389
Contact SAT3 Hapto,SAT3,0.07706158,9.240584,2.056572,0.4581575,2.684773,1.339621,0.01642541,0.01605378,7.540596,6.396667,22.15508
Contact SAT3 Hapto,SAT3,0.08427935,9.389881,2.255978,0.4216421,2.61298,1.457386,0.01564695,0.01575701,7.746798,6.246667,23.34071
Contact SAT3 Hapto,SAT3,0.04631073,7.924916,1.923405,0.4540644,3.138041,1.556356,0.01585756,0.01441596,6.617619,6.033333,21.62021
Contact SAT3 Hapto,SAT3,0.06243431,8.46903,2.200151,0.4414782,2.978015,1.490702,0.01558154,0.01461372,6.97574,6.106667,21.59266
Contact SAT3 Hapto,SAT3,0.08170985,7.949609,1.776015,0.5084422,2.49231,1.4892,0.01453366,0.01490187,6.611659,6.16,21.09771
Contact SAT3 Hapto,SAT3,0.06322208,8.835437,2.062721,0.4280228,2.726879,1.439329,0.01510248,0.01531601,7.435896,6.266667,23.16
Contact SAT3 Hapto,SAT3,0.08865484,8.488768,1.89668,0.4350598,2.637165,1.474848,0.01767403,0.0160673,7.136245,6.213333,23.61088
Contact SAT3 Hapto,SAT3,0.07964849,8.291474,1.874538,0.4495515,2.595154,1.476759,0.01421969,0.0133489,7.09935,6.21,21.58241
Contact SAT3 Hapto,SAT3,0.06892416,8.089741,1.91298,0.4926741,2.738287,1.408349,0.01459425,0.0132675,6.691582,6.343333,19.78931
Contact SAT3 Hapto,SAT3,0.07132459,9.579855,1.825057,0.4077766,2.738034,1.505208,0.01717847,0.0160628,7.990282,6.196667,25.26469
