2.71349054309392,3.26500644246799,3.95966121190548,4.74435070228834,6.06877650746721,6.21314575486962,4.36272202949574
2.85793526471914,3.38043166776134,4.02681603432769,4.74267929024667,5.91217877275123,5.95113372773477,4.31483094315292
2.87215627274827,3.39479988789469,4.04954788912608,4.7867972405828,5.92911138596847,5.69984593336871,3.87934116026262
2.68304703823883,3.2537260407515,3.97749161594361,4.80204014298807,5.93184317804623,5.58992245361339,4.05118663562294
2.61744163598184,3.44710806517698,4.59051965654977,5.86589102435937,5.60747820927586,5.21344809734304,3.83923720665702
2.44551676908513,3.01992145051963,3.84741900076242,4.84014790480966,5.9939547767014,5.54042233948493,3.90210432283105
2.2901820226544,2.84497996772718,3.67067019081896,4.6801889468371,5.94617892873315,5.47928379709691,3.79111712943345
2.80071707828236,3.46050364989222,4.37544769715443,5.4601096595754,5.8410222765935,5.44044574997647,4.04308738496098
2.92220616220255,3.06804103030608,3.26173008990511,3.46107806537538,3.75432127528515,3.98202062860155,3.41067602463275
2.74973631556872,2.95846179851781,3.22727018348877,3.50785255985061,3.60566441225539,3.49299168161409,3.0995459065402
3.34004731766137,3.87029713084363,4.60082443478675,5.42725391835522,5.86832113862906,5.47757983451364,4.11476134547898
2.85793489568796,2.91705589730446,2.9871015698148,3.05321950301076,3.12199798957327,3.07923578492318,2.91285341566684
